label,gender,native_country,education,education_num,occupation,workclass,marital_status,race,age_buckets
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Craft-repair,Local-gov,Married-civ-spouse,Black,"(40,45]"
0.0,Male,United-States,Some-college,10,Tech-support,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Bachelors,13,Tech-support,Federal-gov,Married-civ-spouse,White,"(40,45]"
0.0,Male,Mexico,5th-6th,3,Transport-moving,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Divorced,White,"(35,40]"
1.0,Female,United-States,Masters,14,Exec-managerial,Federal-gov,Never-married,White,"(35,40]"
1.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Sales,Self-emp-not-inc,Never-married,White,"(18,25]"
0.0,Female,United-States,Masters,14,Prof-specialty,Private,Never-married,White,"(25,30]"
1.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,Some-college,10,Prof-specialty,Local-gov,Never-married,White,"(40,45]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,State-gov,Divorced,White,"(35,40]"
0.0,Female,United-States,11th,7,Sales,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,Bachelors,13,Other-service,Private,Married-civ-spouse,Black,"(35,40]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Divorced,White,"(30,35]"
1.0,Female,United-States,HS-grad,9,Sales,Self-emp-inc,Married-civ-spouse,White,"(55,60]"
0.0,Female,United-States,11th,7,Sales,Private,Never-married,White,"(16,18]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Local-gov,Married-civ-spouse,Black,"(40,45]"
1.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Some-college,10,Sales,Private,Never-married,Amer-Indian-Eskimo,"(30,35]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,Asian-Pac-Islander,"(55,60]"
1.0,Male,United-States,7th-8th,4,Machine-op-inspct,Self-emp-inc,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Never-married,Black,"(35,40]"
0.0,Female,United-States,Assoc-acdm,12,Sales,Private,Divorced,White,"(45,50]"
0.0,Male,Poland,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,10th,6,Craft-repair,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Handlers-cleaners,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Other-service,Private,Never-married,Black,"(65,90]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,Black,"(50,55]"
0.0,Female,United-States,Preschool,1,Machine-op-inspct,Local-gov,Never-married,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Never-married,White,"(16,18]"
0.0,Male,United-States,HS-grad,9,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(65,90]"
0.0,Female,Columbia,Assoc-voc,11,Adm-clerical,Private,Widowed,White,"(65,90]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(60,65]"
0.0,Male,United-States,11th,7,Transport-moving,Private,Separated,Black,"(30,35]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Divorced,Black,"(40,45]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Craft-repair,Private,Divorced,Other,"(30,35]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Other-service,State-gov,Married-civ-spouse,White,"(55,60]"
0.0,Female,United-States,Some-college,10,Adm-clerical,State-gov,Never-married,White,"(35,40]"
1.0,Male,Iran,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,Masters,14,Exec-managerial,Local-gov,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Other-service,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Assoc-acdm,12,Protective-serv,State-gov,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Divorced,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(55,60]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Assoc-acdm,12,Tech-support,Private,Married-civ-spouse,White,"(35,40]"
1.0,Female,United-States,Prof-school,15,Prof-specialty,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Married-civ-spouse,Black,"(40,45]"
0.0,Female,United-States,10th,6,Other-service,Local-gov,Widowed,Black,"(55,60]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Local-gov,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Transport-moving,Private,Never-married,White,"(55,60]"
1.0,Male,Cambodia,HS-grad,9,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,Asian-Pac-Islander,"(40,45]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Separated,White,"(30,35]"
0.0,Female,United-States,Assoc-voc,11,Exec-managerial,Private,Widowed,White,"(40,45]"
0.0,Male,United-States,7th-8th,4,Craft-repair,Private,Divorced,White,"(45,50]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Divorced,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,11th,7,Other-service,Private,Never-married,White,"(16,18]"
0.0,Male,United-States,Some-college,10,Sales,Private,Married-civ-spouse,White,"(55,60]"
0.0,Male,United-States,11th,7,Craft-repair,Private,Married-civ-spouse,White,"(25,30]"
1.0,Male,Thailand,Some-college,10,Exec-managerial,Self-emp-inc,Married-civ-spouse,Asian-Pac-Islander,"(35,40]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(60,65]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(30,35]"
1.0,Female,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,9th,5,Other-service,Private,Never-married,White,"(16,18]"
0.0,Male,United-States,Masters,14,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Masters,14,Prof-specialty,Local-gov,Never-married,White,"(25,30]"
0.0,Female,United-States,HS-grad,9,Prof-specialty,Private,Divorced,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Married-civ-spouse,Black,"(40,45]"
1.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Some-college,10,Exec-managerial,Private,Never-married,White,"(30,35]"
0.0,Female,United-States,Some-college,10,Tech-support,Private,Never-married,White,"(18,25]"
1.0,Female,United-States,Some-college,10,Machine-op-inspct,Private,Married-civ-spouse,White,"(18,25]"
0.0,Female,Germany,Bachelors,13,Prof-specialty,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Some-college,10,Craft-repair,Local-gov,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Assoc-acdm,12,Sales,Private,Divorced,Black,"(30,35]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Divorced,White,"(55,60]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Masters,14,Sales,Federal-gov,Married-civ-spouse,White,"(55,60]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Other-service,Private,Divorced,White,"(45,50]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Never-married,White,"(18,25]"
0.0,Male,Ecuador,7th-8th,4,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Prof-specialty,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,Bachelors,13,Protective-serv,Local-gov,Never-married,White,"(25,30]"
0.0,Male,United-States,Some-college,10,Sales,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Bachelors,13,Tech-support,Private,Never-married,Black,"(25,30]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(60,65]"
0.0,Female,United-States,Bachelors,13,Sales,Self-emp-inc,Divorced,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Divorced,White,"(35,40]"
1.0,Male,United-States,Bachelors,13,Adm-clerical,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Never-married,Asian-Pac-Islander,"(18,25]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,Laos,Some-college,10,Adm-clerical,Private,Married-civ-spouse,Asian-Pac-Islander,"(18,25]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(40,45]"
0.0,Male,United-States,Assoc-acdm,12,Tech-support,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,Assoc-acdm,12,Prof-specialty,Private,Never-married,White,"(45,50]"
1.0,Male,United-States,Assoc-acdm,12,Adm-clerical,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Some-college,10,Farming-fishing,Self-emp-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Never-married,White,"(25,30]"
